ECCode      rmrID bondType  weight 
1.14.14.-   28364 C%C*C%C   1      
1.14.14.-   28364 C%N*C%N   2      
1.14.14.-   28365 C%C*C%C   1      
1.14.14.-   28365 C%N*C%N   2      
1.14.14.1   24108 C-O*C=O   1      
1.14.14.1   24110 C-O*C=O   1      
1.14.14.1   26169 C%C*C%C   1      
1.14.14.1   26194 C%C*C=C   1      
1.14.14.1   26195 C-C*C=C   3      
1.14.14.1   26200 C%C*C=C   1      
1.14.14.1   26202 C%C*C=C   1      
1.14.14.1   26203 C%C*C=C   1      
1.14.14.1   26204 C%C*C=C   1      
1.14.14.1   26207 C%C*C=C   1      
1.14.14.1   26208 C%C*C=C   1      
1.14.14.1   26236 C%C*C%C   1      
1.14.14.1   26239 C-C*C=C   1      
1.14.14.1   26240 C%C*C=C   1      
1.14.14.1   26241 C-C*C=C   1      
1.14.14.1   26249 C%C*C=C   1      
1.14.14.1   26250 C-C*C=C   1      
1.14.14.1   27338 C%O*C=O   1      
1.14.14.1   27390 C-O*C=O   1      
1.14.14.1   27425 C%C*C%C   1      
1.14.14.1   27437 C-C*C=C   1      
1.14.14.1   27504 C%C*C%C   1      
1.14.14.1   28456 C%C*C%C   1      
1.14.14.1   28457 C%C*C%C   1      
1.14.14.1   28458 C%C*C%C   1      
1.14.14.1   28468 C%C*C%C   1      
1.14.14.5   26359 C%C*C%C   1      
1.14.14.5   26359 C%N*C%N   2      
1.14.14.5   26359 O-S*O=S   1      
1.14.15.4   22814 C-O*C=O   1      
1.14.15.5   22814 C-O*C=O   1      
1.14.15.6   23400 C-O*C=O   2      
1.14.16.1   21536 C%C*C%C   1      
1.14.16.1   21536 C%N*C%N   4      
1.14.16.1   26360 C%C*C%C   1      
1.14.16.1   26360 C%N*C%N   3      
1.14.16.2   21554 C%C*C%C   1      
1.14.16.2   21554 C%N*C%N   4      
1.14.16.2   26361 C%C*C%C   1      
1.14.16.2   26361 C%N*C%N   3      
1.14.16.3   21555 C%C*C%C   1      
1.14.16.3   21555 C%N*C%N   4      
1.14.16.4   21553 C%C*C%C   1      
1.14.16.4   21553 C%N*C%N   4      
1.14.16.4   26362 C%C*C%C   1      
1.14.16.4   26362 C%N*C%N   3      
1.14.16.6   23280 C%C*C%C   1      
1.14.16.6   23280 C%N*C%N   4      
1.14.17.1   22170 C%C*C%C   1      
1.14.17.1   22170 C-O*C=O   2      
1.14.17.3   23381 C%C*C%C   1      
1.14.17.3   23381 C-O*C=O   2      
1.14.18.-   27914 C%C*C@C   1      
1.14.18.-   28051 C%C*C@C   2      
1.14.18.-   28051 C-O*C=O   4      
1.14.18.1   20048 C-O*C=O   4      
1.14.18.1   21766 C%C*C@C   1      
1.14.18.1   22020 C-O*C=O   4      
1.14.18.1   22537 C%C*C@C   1      
1.14.18.1   24210 C%C*C@C   2      
1.14.18.1   24210 C-O*C=O   4      
1.14.19.-   26979 C-C*C=C   1      
1.14.19.2   22905 C-C*C=C   1      
1.14.19.2   27277 C-C*C=C   1      
1.14.19.3   23297 C-C*C=C   1      
1.14.19.3   26215 C-C*C=C   1      
1.14.19.3   27051 C-C*C=C   1      
1.14.20.1   24550 C%C*C%C   1      
1.14.20.1   24550 C-O*C=O   1      
1.14.21.4   24052 C-O*C=O   1      
1.14.21.6   22853 C%C*C%C   1      
1.14.21.6   26364 C%C*C%C   1      
1.14.21.6   26620 C%C*C%C   1      
1.14.21.6   26625 C%C*C%C   1      
1.14.99.-   20039 C-O*C=O   1      
1.14.99.-   24131 C-C*C=C   1      
1.14.99.-   24132 C-C*C=C   1      
1.14.99.-   24731 C%C*C@C   1      
1.14.99.-   26644 C-C*C=C   2      
1.14.99.-   26651 C-C*C=C   1      
1.14.99.-   26652 C-C*C=C   1      
1.14.99.-   26654 C-C*C=C   1      
1.14.99.-   26657 C-C*C=C   1      
1.14.99.-   26668 C-C*C=C   1      
1.14.99.-   26773 C-C*C=C   3      
1.14.99.-   26801 O-S*O=S   1      
1.14.99.-   26802 O-S*O=S   1      
1.14.99.-   26817 O-S*O=S   1      
1.14.99.-   26818 O-S*O=S   1      
1.14.99.1   21374 C%C*C=C   2      
1.14.99.1   21374 C-C*C=C   2      
1.14.99.1   21374 O%O*O=O   1      
1.14.99.1   21374 O-O*O=O   1      
1.14.99.1   21380 C%C*C=C   2      
1.14.99.1   21380 C-C*C=C   2      
1.14.99.1   21380 O%O*O=O   1      
1.14.99.2   22961 C%C*C@C   1      
1.14.99.2   22962 C%C*C@C   1      
1.14.99.2   22963 C%C*C@C   1      
1.14.99.20  23020 C%C*C%C   1      
1.14.99.24  23800 C%C*C%C   1      
1.14.99.3   20261 C%N*C@N   1      
1.14.99.3   20261 C-C*C@C   3      
1.14.99.3   20261 C=C*C@C   3      
1.14.99.30  24139 C-C*C=C   1      
1.14.99.30  24141 C-C*C=C   1      
1.14.99.30  24143 C-C*C=C   1      
1.14.99.30  26116 C-C*C=C   1      
1.14.99.30  26645 C-C*C=C   2      
1.14.99.31  24568 C-C*C=C   1      
1.14.99.31  26365 C-C*C=C   1      
1.14.99.32  24569 C-C*C=C   1      
1.14.99.32  26366 C-C*C=C   1      
1.14.99.37  25505 C%C*C%C   1      
1.14.99.37  25505 C-C*C=C   1      
1.14.99.7   22467 C%C*C=C   1      
1.14.99.7   22468 C%C*C=C   1      
1.14.99.9   27628 C-O*C=O   1      
1.14.99.9   27629 C-O*C=O   1      
1.15.1.1    20229 O-O*O=O   1      
1.16.8.1    24470 C%C*C%C   1      
1.16.8.1    24470 C%N*C%N   2      
1.17.1.2    25098 C-C*C=C   2      
1.17.1.4    21514 C%N*C%N   1      
1.17.1.4    21789 C%N*C@N   1      
1.17.3.2    20057 C%N*C%N   1      
1.17.3.2    20057 O-O*O=O   1      
1.17.3.2    21515 C%N*C%N   1      
1.17.3.2    21515 O-O*O=O   1      
1.17.3.2    21791 C%N*C@N   1      
1.17.3.2    21791 O-O*O=O   1      
1.17.3.2    27060 C%N*C@N   1      
1.17.3.2    27060 O-O*O=O   1      
1.17.3.2    27095 C%N*C@N   1      
1.17.3.2    27095 O-O*O=O   1      
1.17.3.2    27096 C%N*C@N   1      
1.17.3.2    27096 O-O*O=O   1      
1.17.3.2    27097 C%N*C@N   1      
1.17.3.2    27097 O-O*O=O   1      
1.17.3.2    27348 C%N*C%N   1      
1.17.3.2    27348 C%N*C@N   1      
1.17.3.2    27348 O-O*O=O   1      
1.17.3.3    26370 O-O*O=O   1      
1.17.5.-    27098 C%N*C@N   1      
1.17.5.1    26371 C-O*C=O   4      
1.17.7.1    27790 C%C*C=C   1      
1.17.99.3   27828 C-C*C=C   1      
1.17.99.3   27831 C-C*C=C   1      
1.17.99.4   20839 C%C*C%C   1      
1.17.99.4   21221 C%C*C%C   1      
1.17.99.5   23437 C%C*C%C   1      
1.17.99.5   23437 C%N*C%N   2      
1.17.99.5   26369 C%C*C%C   1      
1.17.99.5   26369 C%N*C%N   2      
1.18.6.1    24127 N-N*N=N   1      
1.2.1.-     23276 C-O*C=O   1      
1.2.1.18    20606 C-O*C=O   1      
1.2.1.18    20607 C-O*C=O   1      
1.2.1.2     20446 C-O*C=O   1      
1.2.1.25    21039 C-O*C=O   1      
1.2.1.25    21420 C-O*C=O   1      
1.2.1.25    22730 C-O*C=O   1      
1.2.1.27    20606 C-O*C=O   1      
1.2.1.27    20792 C-O*C=O   1      
1.2.1.27    20803 C-O*C=O   1      
1.2.1.43    20113 C-O*C=O   1      
1.2.1.49    21930 C-O*C=O   1      
1.2.1.5     26255 C-O*C=O   1      
1.2.1.51    20177 C-O*C=O   1      
1.2.1.52    20220 C-O*C=O   1      
1.2.1.58    22096 C-O*C=O   1      
1.2.1.61    24488 C-C*C=C   1      
1.2.1.61    24488 C-O*C=O   1      
1.2.2.4     20230 C#O*C=O   1      
1.2.3.-     26079 O-O*O=O   1      
1.2.3.1     20542 O-O*O=O   1      
1.2.3.1     21467 O-O*O=O   1      
1.2.3.1     22277 O-O*O=O   1      
1.2.3.1     23344 O-O*O=O   1      
1.2.3.1     23532 O-O*O=O   1      
1.2.3.1     24227 O-O*O=O   1      
1.2.3.1     27462 O-O*O=O   1      
1.2.3.1     27521 C%N*C@N   1      
1.2.3.1     27521 O-O*O=O   1      
1.2.3.11    21808 O-O*O=O   1      
1.2.3.11    27497 O-O*O=O   1      
1.2.3.13    20035 C-O*C=O   2      
1.2.3.14    26112 O-O*O=O   1      
1.2.3.3     20174 C-O*C=O   1      
1.2.3.3     20174 O-O*O=O   1      
1.2.3.4     20227 C-O*C=O   2      
1.2.3.4     20227 O-O*O=O   1      
1.2.3.5     20399 O-O*O=O   1      
1.2.3.6     20178 C-O*C=O   1      
1.2.3.6     20178 O-O*O=O   1      
1.2.3.7     22299 O-O*O=O   1      
1.2.3.8     21467 O-O*O=O   1      
1.2.3.9     21287 O-O*O=O   1      
1.2.4.-     23581 C-O*C=O   1      
1.2.4.1     20012 C-O*C=O   2      
1.2.4.1     20176 C-O*C=O   1      
1.2.4.1     21457 C-O*C=O   1      
1.2.4.1     22821 C-O*C=O   1      
1.2.4.2     20531 C-O*C=O   2      
1.2.4.2     21458 C-O*C=O   1      
1.2.4.2     21652 C-O*C=O   1      
1.2.4.2     21658 C-O*C=O   1      
1.2.4.2     22858 C-O*C=O   1      
1.2.4.2     27659 C-O*C=O   1      
1.2.4.4     21459 C-O*C=O   1      
1.2.4.4     21460 C-O*C=O   1      
1.2.4.4     23656 C-O*C=O   1      
1.2.4.4     26721 C-O*C=O   2      
1.2.4.4     26722 C-O*C=O   1      
1.2.4.4     26723 C-O*C=O   2      
1.2.4.4     26724 C-O*C=O   1      
1.2.4.4     26725 C-O*C=O   2      
1.2.4.4     26726 C-O*C=O   1      
1.2.7.4     28148 C#O*C=O   1      
1.2.7.7     26310 C-O*C=O   1      
1.2.7.7     27672 C-O*C=O   1      
1.2.7.7     27673 C-O*C=O   1      
1.2.7.8     26311 C-O*C=O   1      
1.2.99.2    28148 C#O*C=O   1      
1.2.99.3    20878 C%C*C@C   1      
1.2.99.3    20878 C-O*C=O   2      
1.2.99.4    20525 C-O*C=O   1      
1.21.3.3    23313 O-O*O=O   1      
1.21.3.4    20050 C-O*C=O   2      
1.21.3.5    20051 C-O*C=O   2      
1.21.99.1   23527 C%C*C%C   1      
1.21.99.1   23527 C%C*C=C   1      
1.21.99.1   23527 C-C*C=C   1      
1.21.99.1   23527 C-O*C=O   2      
1.3.-.-     24642 C-C*C=C   1      
1.3.-.-     24846 C%C*C%C   1      
1.3.-.-     27598 C%C*C@C   1      
1.3.-.-     28217 C-O*C=O   1      
1.3.-.-     28256 C%C*C@C   1      
1.3.1.-     20789 C-C*C=C   1      
1.3.1.-     24233 C-C*C=C   1      
1.3.1.-     24557 C%C*C@C   1      
1.3.1.-     24557 C-O*C=O   1      
1.3.1.-     24639 C%C*C@C   1      
1.3.1.-     24640 C%C*C@C   1      
1.3.1.-     24641 C%C*C@C   1      
1.3.1.-     25750 C-C*C@C   2      
1.3.1.-     25750 C-O*C=O   4      
1.3.1.-     26884 C-C*C=C   1      
1.3.1.-     26923 C%C*C@C   1      
1.3.1.-     27843 C-C*C=C   1      
1.3.1.-     27844 C-C*C=C   1      
1.3.1.-     27845 C-C*C=C   1      
1.3.1.-     28183 C%C*C@C   1      
1.3.1.-     28184 C%C*C@C   1      
1.3.1.1     20840 C%C*C%C   1      
1.3.1.1     21222 C%C*C%C   1      
1.3.1.10    21213 C-C*C=C   1      
1.3.1.10    23830 C-C*C=C   1      
1.3.1.10    24079 C-C*C=C   1      
1.3.1.10    24277 C-C*C=C   1      
1.3.1.10    24280 C-C*C=C   1      
1.3.1.10    24283 C-C*C=C   1      
1.3.1.10    24288 C-C*C=C   1      
1.3.1.10    24291 C-C*C=C   1      
1.3.1.11    23205 C-C*C=C   1      
1.3.1.12    21483 C-O*C=O   1      
1.3.1.13    21484 C-O*C=O   1      
1.3.1.14    21595 C%C*C%C   1      
1.3.1.15    21592 C%C*C%C   1      
1.3.1.16    23370 C-C*C=C   1      
1.3.1.17    23398 C-C*C=C   1      
1.3.1.18    22803 C%C*C@C   1      
1.3.1.19    23533 C%C*C@C   1      
1.3.1.19    24598 C%C*C@C   1      
1.3.1.19    25991 C%C*C@C   1      
1.3.1.2     20841 C%C*C%C   1      
1.3.1.2     21223 C%C*C%C   1      
1.3.1.2     27339 C%C*C%C   1      
1.3.1.20    28470 C-O*C=O   1      
1.3.1.21    21255 C%C*C%C   1      
1.3.1.21    21259 C%C*C%C   1      
1.3.1.21    26621 C%C*C%C   1      
1.3.1.21    26626 C%C*C%C   1      
1.3.1.22    22238 C%C*C%C   1      
1.3.1.24    22046 C-C*C=C   1      
1.3.1.24    22047 C-C*C=C   1      
1.3.1.25    20698 C-O*C=O   1      
1.3.1.25    27227 C-O*C=O   1      
1.3.1.25    27228 C-O*C=O   1      
1.3.1.25    27229 C-O*C=O   1      
1.3.1.26    23632 C%C*C%C   1      
1.3.1.26    23633 C%C*C%C   1      
1.3.1.27    22109 C-C*C=C   1      
1.3.1.28    21301 C%C*C@C   1      
1.3.1.29    26065 C%C*C@C   1      
1.3.1.29    26086 C%C*C@C   1      
1.3.1.29    26824 C%C*C@C   1      
1.3.1.29    28213 C%C*C@C   1      
1.3.1.29    28234 C%C*C@C   1      
1.3.1.3     21569 C%C*C%C   1      
1.3.1.3     21890 C%C*C%C   1      
1.3.1.3     22139 C%C*C%C   1      
1.3.1.3     22237 C%C*C%C   1      
1.3.1.3     22440 C%C*C%C   1      
1.3.1.3     22484 C%C*C%C   1      
1.3.1.3     23209 C%C*C%C   1      
1.3.1.3     23326 C%C*C%C   1      
1.3.1.3     24154 C%C*C%C   1      
1.3.1.3     24157 C%C*C%C   1      
1.3.1.30    21880 C%C*C%C   1      
1.3.1.30    28040 C%C*C%C   1      
1.3.1.31    21450 C-C*C=C   1      
1.3.1.31    21922 C-C*C=C   1      
1.3.1.32    22570 C-C*C=C   1      
1.3.1.32    22571 C-C*C=C   1      
1.3.1.32    26007 C-C*C=C   1      
1.3.1.32    28188 C-C*C=C   1      
1.3.1.32    28189 C-C*C=C   1      
1.3.1.32    28275 C-C*C=C   1      
1.3.1.33    23323 C%C*C%C   1      
1.3.1.33    25485 C%C*C%C   1      
1.3.1.35    22995 C-C*C=C   1      
1.3.1.36    23334 C%N*C%N   1      
1.3.1.36    23334 C-C*C=C   1      
1.3.1.36    23334 C-O*C=O   1      
1.3.1.38    21098 C-C*C=C   1      
1.3.1.38    23263 C-C*C=C   1      
1.3.1.38    23330 C-C*C=C   1      
1.3.1.38    23446 C-C*C=C   1      
1.3.1.38    24104 C-C*C=C   1      
1.3.1.38    26138 C-C*C=C   1      
1.3.1.38    26880 C-C*C=C   1      
1.3.1.39    21213 C-C*C=C   1      
1.3.1.4     22483 C%C*C%C   1      
1.3.1.40    22983 C-C*C=C   2      
1.3.1.40    22983 C-O*C=O   1      
1.3.1.41    23273 C%C*C@C   2      
1.3.1.41    23273 C%N*C%N   1      
1.3.1.41    23273 C-O*C=O   1      
1.3.1.42    22931 C%C*C%C   1      
1.3.1.43    20630 C-O*C=O   1      
1.3.1.44    21003 C-C*C=C   1      
1.3.1.45    25746 C%C*C%C   1      
1.3.1.45    25747 C%C*C%C   1      
1.3.1.45    26866 C%C*C%C   1      
1.3.1.45    26870 C%C*C%C   1      
1.3.1.46    22541 C%C*C%C   1      
1.3.1.47    23355 C%C*C%C   1      
1.3.1.47    23356 C%C*C%C   1      
1.3.1.48    23939 C-C*C=C   1      
1.3.1.48    23940 C-C*C=C   1      
1.3.1.49    23590 C%C*C@C   1      
1.3.1.5     23251 C-C*C=C   1      
1.3.1.5     23252 C-C*C=C   1      
1.3.1.51    23424 C%C*C%C   1      
1.3.1.52    22729 C-C*C=C   1      
1.3.1.53    21407 C%C*C@C   1      
1.3.1.53    21407 C-O*C=O   1      
1.3.1.54    24418 C%C*C%C   1      
1.3.1.54    25028 C%C*C%C   1      
1.3.1.56    24491 C%C*C@C   1      
1.3.1.56    24493 C%C*C@C   1      
1.3.1.57    24556 C-O*C=O   1      
1.3.1.58    24492 C%C*C@C   1      
1.3.1.6     20346 C-C*C=C   1      
1.3.1.60    24558 C%C*C@C   1      
1.3.1.62    24559 C-C*C=C   1      
1.3.1.64    24524 C%C*C@C   1      
1.3.1.65    24560 C%C*C@C   1      
1.3.1.66    24561 C%C*C@C   1      
1.3.1.67    24541 C%C*C@C   1      
1.3.1.67    24541 C-O*C=O   1      
1.3.1.67    24542 C%C*C@C   1      
1.3.1.67    24542 C-O*C=O   1      
1.3.1.68    24562 C%C*C@C   1      
1.3.1.68    24562 C-O*C=O   1      
1.3.1.69    24925 C-C*C=C   1      
1.3.1.7     22178 C-C*C=C   1      
1.3.1.70    24864 C%C*C%C   1      
1.3.1.70    26617 C%C*C%C   1      
1.3.1.71    24866 C-C*C=C   1      
1.3.1.72    21260 C-C*C=C   1      
1.3.1.72    23187 C-C*C=C   1      
1.3.1.72    24926 C-C*C=C   1      
1.3.1.72    26622 C-C*C=C   1      
1.3.1.72    26627 C-C*C=C   1      
1.3.1.72    26632 C-C*C=C   1      
1.3.1.72    26633 C-C*C=C   1      
1.3.1.72    26641 C-C*C=C   1      
1.3.1.73    25094 C-C*C=C   1      
1.3.1.75    25472 C-C*C=C   1      
1.3.1.75    26051 C-C*C=C   1      
1.3.1.76    23413 C%N*C@N   2      
1.3.1.78    20631 C-O*C=O   1      
1.3.1.79    20630 C-O*C=O   1      
1.3.1.79    20631 C-O*C=O   1      
1.3.1.8     21098 C-C*C=C   1      
1.3.1.8     23263 C-C*C=C   1      
1.3.1.8     23330 C-C*C=C   1      
1.3.1.8     23446 C-C*C=C   1      
1.3.1.8     24104 C-C*C=C   1      
1.3.1.8     26138 C-C*C=C   1      
1.3.1.80    28084 C%C*C%C   1      
1.3.1.80    28084 C%N*C%N   2      
1.3.1.80    28084 C-C*C=C   3      
1.3.1.81    25615 C-C*C=C   1      
1.3.1.81    25616 C-C*C=C   1      
1.3.1.82    25613 C%C*C%C   1      
1.3.1.83    21757 C-C*C=C   3      
1.3.1.84    20789 C-C*C=C   1      
1.3.1.9     21212 C-C*C=C   1      
1.3.1.9     23829 C-C*C=C   1      
1.3.1.9     24078 C-C*C=C   1      
1.3.1.9     24276 C-C*C=C   1      
1.3.1.9     24279 C-C*C=C   1      
1.3.1.9     24282 C-C*C=C   1      
1.3.1.9     24287 C-C*C=C   1      
1.3.1.9     24290 C-C*C=C   1      
1.3.2.3     20547 C%C*C%C   1      
1.3.2.3     26799 C%C*C%C   1      
1.3.2.3     26799 C-O*C=O   2      
1.3.3.-     28385 C%C*C%C   1      
1.3.3.-     28385 O-O*O=O   1      
1.3.3.10    24565 C-C*C=C   1      
1.3.3.10    24565 O-O*O=O   1      
1.3.3.11    26495 C-C*C@C   1      
1.3.3.11    26495 O-O*O=O   2      
1.3.3.12    20548 C%C*C%C   1      
1.3.3.12    20548 O-O*O=O   1      
1.3.3.3     22776 C-C*C=C   2      
1.3.3.3     22776 C-O*C=O   2      
1.3.3.4     22777 O-O*O=O   3      
1.3.3.5     22048 C-C*C=C   2      
1.3.3.6     21007 C%C*C%C   1      
1.3.3.6     21007 C%N*C%N   2      
1.3.3.6     21007 C-C*C=C   1      
1.3.3.6     21099 C%C*C%C   1      
1.3.3.6     21099 C%N*C%N   2      
1.3.3.6     21099 C-C*C=C   1      
1.3.3.6     23264 C%C*C%C   1      
1.3.3.6     23264 C%N*C%N   2      
1.3.3.6     23264 C-C*C=C   1      
1.3.3.6     23331 C%C*C%C   1      
1.3.3.6     23331 C%N*C%N   2      
1.3.3.6     23331 C-C*C=C   1      
1.3.3.6     23447 C%C*C%C   1      
1.3.3.6     23447 C%N*C%N   2      
1.3.3.6     23447 C-C*C=C   1      
1.3.3.6     24103 C%C*C%C   1      
1.3.3.6     24103 C%N*C%N   2      
1.3.3.6     24103 C-C*C=C   1      
1.3.3.6     24105 C%C*C%C   1      
1.3.3.6     24105 C%N*C%N   2      
1.3.3.6     24105 C-C*C=C   1      
1.3.3.6     27006 C%C*C%C   1      
1.3.3.6     27006 C%N*C%N   2      
1.3.3.6     27006 C-C*C=C   1      
1.3.3.6     27010 C%C*C%C   1      
1.3.3.6     27010 C%N*C%N   2      
1.3.3.6     27010 C-C*C=C   1      
1.3.3.6     27014 C%C*C%C   1      
1.3.3.6     27014 C%N*C%N   2      
1.3.3.6     27014 C-C*C=C   1      
1.3.3.6     27052 C%C*C%C   1      
1.3.3.6     27052 C%N*C%N   2      
1.3.3.6     27052 C-C*C=C   1      
1.3.3.6     27068 C%C*C%C   1      
1.3.3.6     27068 C%N*C%N   2      
1.3.3.6     27068 C-C*C=C   1      
1.3.3.7     20838 C%C*C%C   1      
1.3.3.7     20838 O-O*O=O   1      
1.3.3.8     22474 O-O*O=O   2      
1.3.3.8     23216 O-O*O=O   2      
1.3.3.8     27883 O-O*O=O   2      
1.3.3.9     23064 C-C*C=C   1      
1.3.3.9     23064 C-O*C=O   1      
1.3.3.9     25049 C-C*C=C   1      
1.3.3.9     25049 C-O*C=O   1      
1.3.5.1     21840 C-C*C=C   1      
1.3.5.1     21840 C-O*C=O   2      
1.3.7.1     22724 C-O*C=O   1      
1.3.7.2     25034 C-C*C=C   1      
1.3.7.3     25035 C%C*C%C   1      
1.3.7.3     25035 C-C*C=C   2      
1.3.7.4     23176 C%C*C%C   1      
1.3.7.4     23176 C-C*C=C   2      
1.3.7.5     25033 C%C*C%C   1      
1.3.7.5     25033 C-C*C=C   3      
1.3.99.-    21007 C%C*C%C   1      
1.3.99.-    21007 C%N*C%N   2      
1.3.99.-    21007 C-C*C=C   1      
1.3.99.-    21099 C%C*C%C   1      
1.3.99.-    21099 C%N*C%N   2      
1.3.99.-    21099 C-C*C=C   1      
1.3.99.-    22280 C-C*C=C   1      
1.3.99.-    22562 C%C*C%C   1      
1.3.99.-    22562 C%N*C%N   2      
1.3.99.-    22562 C-C*C=C   1      
1.3.99.-    23264 C%C*C%C   1      
1.3.99.-    23264 C%N*C%N   2      
1.3.99.-    23264 C-C*C=C   1      
1.3.99.-    23331 C%C*C%C   1      
1.3.99.-    23331 C%N*C%N   2      
1.3.99.-    23331 C-C*C=C   1      
1.3.99.-    23447 C%C*C%C   1      
1.3.99.-    23447 C%N*C%N   2      
1.3.99.-    23447 C-C*C=C   1      
1.3.99.-    23932 C%C*C%C   1      
1.3.99.-    23932 C%N*C%N   2      
1.3.99.-    23932 C-C*C=C   1      
1.3.99.-    23970 C%C*C%C   1      
1.3.99.-    23970 C%N*C%N   2      
1.3.99.-    23970 C-C*C=C   1      
1.3.99.-    24103 C%C*C%C   1      
1.3.99.-    24103 C%N*C%N   2      
1.3.99.-    24103 C-C*C=C   1      
1.3.99.-    24105 C%C*C%C   1      
1.3.99.-    24105 C%N*C%N   2      
1.3.99.-    24105 C-C*C=C   1      
1.3.99.-    26060 C-C*C=C   1      
1.3.99.-    26098 C%C*C%C   1      
1.3.99.-    26098 C%N*C%N   2      
1.3.99.-    26098 C-C*C=C   1      
1.3.99.-    26567 C%C*C%C   1      
1.3.99.-    26581 C%C*C%C   1      
1.3.99.-    27205 C-C*C=C   1      
1.3.99.-    27208 C%C*C%C   1      
1.3.99.-    27208 C%N*C%N   2      
1.3.99.-    27208 C-C*C=C   1      
1.3.99.1    20350 C%C*C%C   1      
1.3.99.1    20350 C%N*C%N   2      
1.3.99.1    20350 C-C*C=C   1      
1.3.99.1    20354 C-C*C=C   1      
1.3.99.10   23540 C%C*C%C   1      
1.3.99.10   23540 C%N*C%N   2      
1.3.99.10   23540 C-C*C=C   1      
1.3.99.10   23541 C-C*C=C   1      
1.3.99.12   22280 C-C*C=C   1      
1.3.99.12   22731 C-C*C=C   1      
1.3.99.12   22732 C-C*C=C   1      
1.3.99.13   21099 C%C*C%C   1      
1.3.99.13   21099 C%N*C%N   2      
1.3.99.13   21099 C-C*C=C   1      
1.3.99.13   23264 C%C*C%C   1      
1.3.99.13   23264 C%N*C%N   2      
1.3.99.13   23264 C-C*C=C   1      
1.3.99.13   23331 C%C*C%C   1      
1.3.99.13   23331 C%N*C%N   2      
1.3.99.13   23331 C-C*C=C   1      
1.3.99.13   23447 C%C*C%C   1      
1.3.99.13   23447 C%N*C%N   2      
1.3.99.13   23447 C-C*C=C   1      
1.3.99.13   24103 C%C*C%C   1      
1.3.99.13   24103 C%N*C%N   2      
1.3.99.13   24103 C-C*C=C   1      
1.3.99.13   24105 C%C*C%C   1      
1.3.99.13   24105 C%N*C%N   2      
1.3.99.13   24105 C-C*C=C   1      
1.3.99.14   21904 C%C*C%C   1      
1.3.99.16   24419 C%N*C@N   1      
1.3.99.17   24420 C%N*C@N   1      
1.3.99.19   24447 C%N*C@N   1      
1.3.99.21   24812 C-C*C=C   1      
1.3.99.22   26050 C-C*C=C   2      
1.3.99.22   26050 C-O*C=O   2      
1.3.99.23   26313 C-C*C=C   1      
1.3.99.25   25569 C%C*C%C   1      
1.3.99.25   25570 C%C*C%C   1      
1.3.99.3    20794 C%C*C%C   1      
1.3.99.3    20794 C%N*C%N   2      
1.3.99.3    20794 C-C*C=C   1      
1.3.99.3    21007 C%C*C%C   1      
1.3.99.3    21007 C%N*C%N   2      
1.3.99.3    21007 C-C*C=C   1      
1.3.99.3    21099 C%C*C%C   1      
1.3.99.3    21099 C%N*C%N   2      
1.3.99.3    21099 C-C*C=C   1      
1.3.99.3    22280 C-C*C=C   1      
1.3.99.3    22731 C-C*C=C   1      
1.3.99.3    23264 C%C*C%C   1      
1.3.99.3    23264 C%N*C%N   2      
1.3.99.3    23264 C-C*C=C   1      
1.3.99.3    23331 C%C*C%C   1      
1.3.99.3    23331 C%N*C%N   2      
1.3.99.3    23331 C-C*C=C   1      
1.3.99.3    23447 C%C*C%C   1      
1.3.99.3    23447 C%N*C%N   2      
1.3.99.3    23447 C-C*C=C   1      
1.3.99.3    23540 C%C*C%C   1      
1.3.99.3    23540 C%N*C%N   2      
1.3.99.3    23540 C-C*C=C   1      
1.3.99.3    24103 C%C*C%C   1      
1.3.99.3    24103 C%N*C%N   2      
1.3.99.3    24103 C-C*C=C   1      
1.3.99.3    24105 C%C*C%C   1      
1.3.99.3    24105 C%N*C%N   2      
1.3.99.3    24105 C-C*C=C   1      
1.3.99.4    23239 C%C*C%C   1      
1.3.99.5    21568 C%C*C%C   1      
1.3.99.5    22138 C%C*C%C   1      
1.3.99.5    22266 C%C*C%C   1      
1.3.99.5    24161 C%C*C%C   1      
1.3.99.6    21887 C%C*C%C   1      
1.3.99.6    21890 C%C*C%C   1      
1.3.99.6    22265 C%C*C%C   1      
1.3.99.7    22130 C%C*C%C   1      
1.3.99.7    22130 C%N*C%N   2      
1.3.99.7    22130 C-C*C=C   1      
1.3.99.7    22130 C-O*C=O   1      
1.3.99.7    22131 C-C*C=C   1      
1.3.99.7    22131 C-O*C=O   1      
1.3.99.7    24807 C-C*C=C   1      
1.4.-.-     26011 C-O*C=O   1      
1.4.1.15    20382 C%N*C-N   1      
1.4.1.21    26547 C-N*C=N   1      
1.4.1.21    26550 C-N*C=N   1      
1.4.3.12    21903 O-O*O=O   1      
1.4.3.16    20413 C-N*C=N   1      
1.4.3.16    20413 O-O*O=O   1      
1.4.3.19    26597 C-N*C=N   1      
1.4.3.21    23482 C%N*C-N   1      
1.4.3.21    23482 O-O*O=O   1      
1.4.3.3     22485 C%N*C%N   1      
1.4.3.3     22485 O-O*O=O   1      
1.4.3.3     23652 C%N*C%N   1      
1.4.3.3     23652 O-O*O=O   1      
1.4.3.4     24230 C-C*C@C   1      
1.4.3.4     24230 C-O*C=O   1      
1.4.3.4     24230 O-O*O=O   1      
1.4.3.4     24231 C-C*C@C   1      
