ECCode      rmrID bondType  weight 
1.1.3.-     27984 C-O*C=O   1      
1.1.3.-     27984 O-O*O=O   1      
1.1.3.-     27990 C-O*C=O   1      
1.1.3.-     27990 O-O*O=O   1      
1.1.3.-     28384 C-O*C=O   1      
1.1.3.-     28384 O-O*O=O   1      
1.1.3.10    20253 C-O*C=O   1      
1.1.3.10    20253 O-O*O=O   1      
1.1.3.11    21453 C-O*C=O   2      
1.1.3.11    21453 O-O*O=O   1      
1.1.3.12    21469 C-O*C=O   1      
1.1.3.12    21469 O-O*O=O   1      
1.1.3.13    20520 C-O*C=O   1      
1.1.3.13    20520 O-O*O=O   1      
1.1.3.13    20544 C-O*C=O   1      
1.1.3.13    20544 O-O*O=O   1      
1.1.3.14    20066 C-O*C=O   4      
1.1.3.15    20407 C-O*C=O   1      
1.1.3.15    20407 O-O*O=O   1      
1.1.3.15    21159 C-O*C=O   1      
1.1.3.15    21159 O-O*O=O   1      
1.1.3.16    22030 C-O*C=O   1      
1.1.3.16    22030 O-O*O=O   1      
1.1.3.17    20880 C-O*C=O   1      
1.1.3.17    20880 O-O*O=O   1      
1.1.3.17    27325 O-O*O=O   1      
1.1.3.17    27326 C-O*C=O   1      
1.1.3.18    21945 C-O*C=O   1      
1.1.3.18    21945 O-O*O=O   1      
1.1.3.19    22292 C-O*C=O   2      
1.1.3.19    22292 O-O*O=O   1      
1.1.3.21    20724 C-O*C=O   1      
1.1.3.21    20724 O-O*O=O   1      
1.1.3.23    20029 C-O*C=O   1      
1.1.3.23    20029 O-O*O=O   1      
1.1.3.23    20059 O-O*O=O   1      
1.1.3.23    21815 O-O*O=O   2      
1.1.3.27    26301 C-O*C=O   1      
1.1.3.27    26301 O-O*O=O   1      
1.1.3.28    20045 C-O*C=O   2      
1.1.3.29    21033 C%O*C=O   1      
1.1.3.29    21033 O-O*O=O   1      
1.1.3.3     20306 C-O*C=O   1      
1.1.3.3     20306 O-O*O=O   1      
1.1.3.37    22329 C%C*C%C   1      
1.1.3.37    22329 O-O*O=O   1      
1.1.3.38    22471 C-O*C=O   1      
1.1.3.38    22471 O-O*O=O   1      
1.1.3.39    24918 O-O*O=O   2      
1.1.3.39    24919 C-O*C=O   1      
1.1.3.39    24919 O-O*O=O   1      
1.1.3.39    24920 O-O*O=O   1      
1.1.3.4     21316 C-O*C=O   1      
1.1.3.4     21316 O-O*O=O   1      
1.1.3.40    24921 O-O*O=O   1      
1.1.3.41    26302 O-O*O=O   1      
1.1.3.5     21316 C-O*C=O   1      
1.1.3.5     21316 O-O*O=O   1      
1.1.3.6     21261 C%C*C%C   2      
1.1.3.6     21261 C-O*C=O   1      
1.1.3.6     21261 O-O*O=O   1      
1.1.3.7     21289 C-O*C=O   1      
1.1.3.7     21289 O-O*O=O   1      
1.1.3.8     20552 C%C*C%C   1      
1.1.3.8     20552 C-O*C=O   1      
1.1.3.8     22742 C-O*C=O   1      
1.1.3.8     22742 O-O*O=O   1      
1.1.3.9     20945 C%O*C=O   1      
1.1.3.9     20945 O-O*O=O   1      
1.1.3.9     20946 C-O*C=O   1      
1.1.3.9     20946 O-O*O=O   1      
1.1.4.1     23021 C%C*C%C   1      
1.1.4.1     23148 C%C*C%C   1      
1.1.5.2     25797 C-O*C=O   3      
1.1.5.3     20726 C%C*C%C   1      
1.1.5.3     20726 C%N*C%N   2      
1.1.5.3     20726 C-O*C=O   1      
1.1.5.3     27758 C-O*C=O   3      
1.1.5.4     20307 C-O*C=O   1      
1.1.5.4     21080 C%C*C%C   1      
1.1.5.4     21080 C%N*C%N   2      
1.1.5.4     21080 C-O*C=O   1      
1.1.5.8     21598 C%C*C@C   1      
1.1.5.8     21598 C-O*C=O   3      
1.1.5.8     22065 C%C*C@C   1      
1.1.5.8     22065 C-O*C=O   3      
1.1.99.1    20882 C-O*C=O   1      
1.1.99.10   20256 C-O*C=O   1      
1.1.99.11   20748 C%O*C=O   1      
1.1.99.11   20748 C-O*C=O   1      
1.1.99.12   21454 C-O*C=O   2      
1.1.99.13   20692 C%C*C%C   1      
1.1.99.13   20692 C%N*C%N   2      
1.1.99.13   20692 C-O*C=O   1      
1.1.99.13   20693 C-O*C=O   1      
1.1.99.13   21441 C-O*C=O   1      
1.1.99.14   20408 C-O*C=O   1      
1.1.99.18   21246 C-O*C=O   1      
1.1.99.18   21246 O-O*O=O   1      
1.1.99.18   21247 C-O*C=O   1      
1.1.99.2    23043 C%C*C%C   1      
1.1.99.2    23043 C%N*C%N   2      
1.1.99.2    23043 C-O*C=O   1      
1.1.99.20   20546 C-O*C=O   1      
1.1.99.21   22513 C%C*C%C   1      
1.1.99.21   22513 C%N*C%N   2      
1.1.99.22   20897 C-O*C=O   1      
1.1.99.24   22780 C-O*C=O   2      
1.1.99.26   22768 C-O*C=O   1      
1.1.99.27   22718 C-O*C=O   1      
1.1.99.28   20749 C-O*C=O   1      
1.1.99.3    21494 C%C*C%C   1      
1.1.99.3    21494 C%N*C%N   2      
1.1.99.3    21494 C-O*C=O   1      
1.1.99.3    21495 C-O*C=O   1      
1.1.99.30   26305 C-O*C=O   1      
1.1.99.31   23279 C-O*C=O   1      
1.1.99.31   23599 C-O*C=O   1      
1.1.99.31   26784 C%C*C%C   1      
1.1.99.31   26784 C%N*C%N   2      
1.1.99.31   26784 C-O*C=O   1      
1.1.99.4    26303 C-O*C=O   1      
1.1.99.9    21631 C-O*C=O   1      
1.1.99.9    21631 O-O*O=O   1      
1.1.99.9    26304 C-O*C=O   1      
1.10.1.1    23511 C-O*C=O   2      
1.10.2.2    21838 C-O*C=O   2      
1.10.3.-    27916 C%C*C@C   2      
1.10.3.-    27916 C-O*C=O   4      
1.10.3.-    27920 C%C*C@C   2      
1.10.3.-    27920 C-O*C=O   4      
1.10.3.1    20038 C%C*C@C   2      
1.10.3.1    20038 C-O*C=O   4      
1.10.3.1    20048 C-O*C=O   4      
1.10.3.1    20066 C-O*C=O   4      
1.10.3.1    21766 C%C*C@C   1      
1.10.3.3    20056 C%C*C%C   2      
1.10.3.3    20056 C-O*C=O   4      
1.10.3.4    20061 C-O*C=O   2      
1.10.3.4    27851 C-N*C=N   2      
1.10.3.4    27851 C-O*C=O   2      
1.10.3.4    27852 C%C*C%C   2      
1.10.3.4    27852 C%N*C=N   1      
1.10.3.4    27852 C%O*C=O   1      
1.10.3.4    27852 C-N*C=N   1      
1.10.3.5    22285 C%C*C@C   1      
1.10.3.5    22285 C-N*C=N   1      
1.10.3.5    22285 C-O*C=O   1      
1.10.3.5    22285 O-O*O=O   1      
1.10.3.6    23228 C-O*C=O   1      
1.10.3.6    23228 O-O*O=O   1      
1.10.99.1   27522 C-O*C=O   2      
1.10.99.3   26328 C%C*C%C   2      
1.10.99.3   26328 C-O*C=O   2      
1.10.99.3   26329 C%C*C%C   2      
1.10.99.3   26329 C-O*C=O   2      
1.11.1.11   20549 C%C*C%C   1      
1.11.1.11   20549 C-O*C=O   2      
1.11.1.14   23858 C-O*C=O   1      
1.11.1.6    20007 O-O*O=O   1      
1.11.1.6    20515 C-O*C=O   1      
1.11.1.6    22289 C-O*C=O   1      
1.11.1.6    22289 O-O*O=O   4      
1.11.1.7    20515 C-O*C=O   1      
1.11.1.8    22764 C-C*C=C   1      
1.11.1.8    23418 C-C*C=C   1      
1.11.1.8    27633 C-C*C=C   1      
1.11.1.8    27634 C-C*C=C   1      
1.12.98.2   23853 C%C*C%C   2      
1.12.98.2   23853 C%N*C%N   2      
1.13.-.-    26044 C-O*C=O   1      
1.13.-.-    26066 C-C*C@C   1      
1.13.-.-    26076 C-C*C@C   1      
1.13.-.-    26087 C-C*C@C   1      
1.13.-.-    26920 C-O*C=O   1      
1.13.11.-   21403 C-O*C=O   1      
1.13.11.-   21404 C-O*C=O   1      
1.13.11.-   24497 C-O*C=O   1      
1.13.11.-   24499 C-C*C@C   3      
1.13.11.-   24499 C-O*C=O   1      
1.13.11.-   24499 C=C*C@C   2      
1.13.11.-   24505 C-O*C=O   1      
1.13.11.-   24506 C-C*C@C   3      
1.13.11.-   24506 C-O*C=O   1      
1.13.11.-   24506 C=C*C@C   2      
1.13.11.-   24527 C-C*C@C   3      
1.13.11.-   24527 C-O*C=O   2      
1.13.11.-   24527 C=C*C@C   2      
1.13.11.-   24649 C-O*C=O   1      
1.13.11.-   24651 C-O*C=O   2      
1.13.11.-   24652 C-C*C@C   1      
1.13.11.-   24652 C-O*C=O   2      
1.13.11.-   24653 C-O*C=O   2      
1.13.11.-   24654 C-O*C=O   1      
1.13.11.-   24655 C-O*C=O   1      
1.13.11.-   24656 C-O*C=O   1      
1.13.11.-   24657 C-O*C=O   1      
1.13.11.-   24659 C-O*C=O   1      
1.13.11.-   24660 C-C*C@C   3      
1.13.11.-   24660 C-O*C=O   1      
1.13.11.-   24660 C=C*C@C   2      
1.13.11.-   24875 C-C*C@C   1      
1.13.11.-   25059 C%C*C@C   1      
1.13.11.-   26190 C-C*C=C   2      
1.13.11.-   26190 O-O*O=O   1      
1.13.11.-   26199 C-C*C=C   2      
1.13.11.-   26199 O-O*O=O   1      
1.13.11.-   26201 C-C*C=C   2      
1.13.11.-   26201 O-O*O=O   1      
1.13.11.-   26205 C-C*C=C   2      
1.13.11.-   26205 O-O*O=O   1      
1.13.11.-   26803 C-C*C@C   1      
1.13.11.-   26810 C-C*C@C   2      
1.13.11.-   26820 C-C*C@C   1      
1.13.11.-   26820 C-O*C=O   2      
1.13.11.-   27924 C-O*C=O   1      
1.13.11.-   28214 C-O*C=O   2      
1.13.11.-   28235 C-C*C@C   1      
1.13.11.-   28235 C-O*C=O   2      
1.13.11.-   28265 C-C*C@C   3      
1.13.11.-   28265 C-O*C=O   2      
1.13.11.-   28265 C=C*C@C   2      
1.13.11.-   28288 C-O*C=O   1      
1.13.11.-   28323 C-O*C=O   1      
1.13.11.1   20702 C-C*C@C   3      
1.13.11.1   20702 C-O*C=O   2      
1.13.11.1   20702 C=C*C@C   2      
1.13.11.1   23680 C-C*C@C   3      
1.13.11.1   23680 C-O*C=O   2      
1.13.11.1   23680 C=C*C@C   2      
1.13.11.1   24548 C-O*C=O   2      
1.13.11.1   25992 C-O*C=O   2      
1.13.11.1   25998 C-C*C@C   3      
1.13.11.1   25998 C-O*C=O   2      
1.13.11.1   25998 C=C*C@C   2      
1.13.11.1   27230 C-C*C@C   3      
1.13.11.1   27230 C-O*C=O   2      
1.13.11.1   27230 C=C*C@C   2      
1.13.11.1   27231 C-C*C@C   3      
1.13.11.1   27231 C-O*C=O   2      
1.13.11.1   27231 C=C*C@C   2      
1.13.11.1   28185 C-O*C=O   2      
1.13.11.10  22804 C%N*C@N   1      
1.13.11.10  22804 C-C*C@C   1      
1.13.11.10  22804 C-O*C=O   2      
1.13.11.12  23130 C-C*C=C   2      
1.13.11.12  23130 O-O*O=O   1      
1.13.11.12  26982 C-C*C=C   2      
1.13.11.12  26982 O-O*O=O   1      
1.13.11.12  26987 C-C*C=C   2      
1.13.11.12  26987 O-O*O=O   1      
1.13.11.13  20551 C%C*C-C   1      
1.13.11.14  21303 C-C*C@C   3      
1.13.11.14  21303 C-O*C=O   1      
1.13.11.14  21303 C=C*C@C   2      
1.13.11.15  22848 C-O*C=O   1      
1.13.11.16  23785 C-O*C=O   1      
1.13.11.16  25947 C-O*C=O   1      
1.13.11.2   20701 C-O*C=O   1      
1.13.11.2   23534 C-C*C@C   3      
1.13.11.2   23534 C-O*C=O   1      
1.13.11.2   23534 C=C*C@C   2      
1.13.11.2   24544 C-C*C@C   3      
1.13.11.2   24544 C-O*C=O   1      
1.13.11.2   24544 C=C*C@C   2      
1.13.11.2   24648 C-C*C@C   3      
1.13.11.2   24648 C-O*C=O   1      
1.13.11.2   24648 C=C*C@C   2      
1.13.11.2   24650 C-O*C=O   1      
1.13.11.2   26914 C-O*C=O   2      
1.13.11.2   26914 O-S*O=S   1      
1.13.11.22  22901 C-C*C@C   3      
1.13.11.22  22901 C-O*C=O   2      
1.13.11.22  22901 C=C*C@C   2      
1.13.11.23  20845 C-O*C=O   1      
1.13.11.24  21833 C#O*C-O   1      
1.13.11.25  23974 C-C*C@C   3      
1.13.11.25  23974 C-O*C=O   1      
1.13.11.25  23974 C=C*C@C   2      
1.13.11.27  21186 C-O*C=O   1      
1.13.11.27  22159 C-O*C=O   1      
1.13.11.28  21302 C-O*C=O   2      
1.13.11.29  21763 C-O*C=O   1      
1.13.11.3   21405 C-O*C=O   2      
1.13.11.3   23058 C-O*C=O   2      
1.13.11.30  21764 C-O*C=O   1      
1.13.11.31  21378 C-C*C=C   2      
1.13.11.31  21378 O-O*O=O   1      
1.13.11.33  21375 C-C*C=C   2      
1.13.11.33  21375 O-O*O=O   1      
1.13.11.33  23130 C-C*C=C   2      
1.13.11.33  23130 O-O*O=O   1      
1.13.11.34  21377 C-C*C=C   2      
1.13.11.34  21377 O-O*O=O   1      
1.13.11.34  26209 C-C*C=C   2      
1.13.11.34  26209 O-O*O=O   1      
1.13.11.34  27637 C%C*C=C   1      
1.13.11.34  27637 C-C*C=C   3      
1.13.11.35  22798 C-C*C@C   1      
1.13.11.35  22798 C-O*C=O   3      
1.13.11.36  23979 C-C*C@C   3      
1.13.11.36  23979 C-O*C=O   1      
1.13.11.36  23979 C=C*C@C   2      
1.13.11.37  23362 C-C*C@C   3      
1.13.11.37  23362 C-O*C=O   3      
1.13.11.37  23362 C=C*C@C   1      
1.13.11.37  23513 C-C*C@C   3      
1.13.11.37  23513 C-O*C=O   2      
1.13.11.37  23513 C=C*C@C   2      
1.13.11.38  22986 C-O*C=O   1      
1.13.11.38  26777 C-O*C=O   1      
1.13.11.39  22982 C-C*C@C   3      
1.13.11.39  22982 C-O*C=O   1      
1.13.11.39  22982 C=C*C@C   2      
1.13.11.39  24496 C-C*C@C   3      
1.13.11.39  24496 C-O*C=O   1      
1.13.11.39  24496 C=C*C@C   2      
1.13.11.39  26946 C-O*C=O   1      
1.13.11.4   22276 C-C*C@C   2      
1.13.11.4   22276 C-O*C=O   2      
1.13.11.40  21376 C-C*C=C   2      
1.13.11.40  21376 O-O*O=O   1      
1.13.11.44  26213 O-O*O=O   1      
1.13.11.45  24939 O-O*O=O   1      
1.13.11.46  24997 C-O*C=O   1      
1.13.11.46  25809 C-O*C=O   1      
1.13.11.47  24237 C#O*C-O   1      
1.13.11.47  24237 C-N*C@N   1      
1.13.11.47  24237 C-O*C=O   1      
1.13.11.47  24940 C#O*C-O   1      
1.13.11.48  24423 C#O*C-O   1      
1.13.11.48  24423 C-N*C@N   1      
1.13.11.48  24423 C-O*C=O   1      
1.13.11.5   22157 C-C*C@C   1      
1.13.11.5   22157 C-O*C=O   2      
1.13.11.53  26505 C#O*C-O   1      
1.13.11.6   22284 C-C*C@C   3      
1.13.11.6   22284 C-O*C=O   1      
1.13.11.6   22284 C=C*C@C   2      
1.13.11.8   21406 C-C*C@C   3      
1.13.11.8   21406 C-O*C=O   1      
1.13.11.8   21406 C=C*C@C   2      
1.13.11.8   23059 C-O*C=O   2      
1.13.11.8   23700 C-O*C=O   2      
1.13.11.9   22761 C-C*C@C   2      
1.13.11.9   22761 C-O*C=O   2      
1.13.11.9   22761 C=C*C@C   1      
1.13.11.9   28176 C-C*C@C   2      
1.13.11.9   28176 C-N*C@N   1      
1.13.11.9   28176 C-O*C=O   2      
1.13.11.9   28176 C=C*C@C   1      
1.13.12.-   20123 C-O*C=O   2      
1.13.12.-   22158 C-O*C=O   1      
1.13.12.-   28285 C-O*C=O   1      
1.13.12.1   20481 C-O*C=O   1      
1.13.12.13  26279 C%N*C-N   1      
1.13.12.16  20022 C%C*C%C   1      
1.13.12.16  20022 C%N*C%N   2      
1.13.12.16  20022 N-O*N=O   1      
1.13.12.2   20386 C-O*C=O   1      
1.13.12.3   20583 C-O*C=O   1      
1.13.12.5   22701 C%N*C-N   1      
1.13.12.6   23515 C%N*C-N   1      
1.13.12.7   23491 C-O*C=O   1      
1.13.12.8   23526 C%N*C-N   1      
1.13.12.9   20593 C-O*C=O   1      
1.13.99.3   20584 C-O*C=O   1      
1.14.-.-    24702 C-O*C=O   3      
1.14.-.-    25601 C%C*C%C   1      
1.14.-.-    25601 C-C*C=C   1      
1.14.-.-    25706 C-C*C=C   1      
1.14.-.-    26543 C%C*C@C   1      
1.14.-.-    26578 C-O*C=O   1      
1.14.-.-    26583 C-O*C=O   1      
1.14.-.-    26585 C-O*C=O   1      
1.14.-.-    28212 C%C*C@C   1      
1.14.-.-    28241 C-O*C=O   2      
1.14.11.-   25545 C%C*C%C   1      
1.14.11.-   25548 C%C*C%C   1      
1.14.11.-   27166 C-O*C=O   1      
1.14.11.-   28057 C-O*C=O   1      
1.14.11.1   22051 C-O*C=O   1      
1.14.11.10  22129 C-O*C=O   1      
1.14.11.11  23295 C-O*C=O   1      
1.14.11.12  23291 C-O*C=O   2      
1.14.11.12  24370 C-O*C=O   1      
1.14.11.12  25521 C-O*C=O   1      
1.14.11.12  25522 C-O*C=O   2      
1.14.11.12  26334 C%O*C=O   1      
1.14.11.12  26334 C-O*C=O   1      
1.14.11.13  22587 C-O*C=O   1      
1.14.11.13  23293 C-O*C=O   1      
1.14.11.13  25536 C-O*C=O   1      
1.14.11.13  25537 C-O*C=O   1      
1.14.11.13  25541 C%C*C%C   1      
1.14.11.13  25541 C-O*C=O   1      
1.14.11.13  25542 C%C*C%C   1      
1.14.11.13  25542 C-O*C=O   1      
1.14.11.13  25543 C%C*C%C   1      
1.14.11.13  25543 C-O*C=O   1      
1.14.11.13  25544 C%C*C%C   1      
1.14.11.13  25544 C-O*C=O   1      
1.14.11.14  23229 C-O*C=O   1      
1.14.11.15  22588 C-O*C=O   1      
1.14.11.15  25535 C-O*C=O   1      
1.14.11.16  23522 C-O*C=O   1      
1.14.11.17  24567 C-O*C=O   1      
1.14.11.17  24567 O-S*O=S   1      
1.14.11.18  24943 C-O*C=O   1      
1.14.11.19  23696 C-O*C=O   1      
1.14.11.19  24321 C-O*C=O   1      
1.14.11.19  24322 C-O*C=O   1      
1.14.11.19  24944 C-O*C=O   2      
1.14.11.19  25726 C-O*C=O   2      
1.14.11.19  26508 C-O*C=O   2      
1.14.11.2   21076 C-O*C=O   1      
1.14.11.2   22775 C-O*C=O   1      
1.14.11.20  25072 C-O*C=O   1      
1.14.11.21  24705 C-O*C=O   1      
1.14.11.21  24707 C-O*C=O   1      
1.14.11.21  24708 C-C*C=C   1      
1.14.11.21  24708 C-O*C=O   1      
1.14.11.22  22092 C%C*C%C   1      
1.14.11.22  22092 C-O*C=O   1      
1.14.11.22  23097 C%C*C%C   1      
1.14.11.22  23097 C-O*C=O   1      
1.14.11.22  25737 C%C*C%C   1      
1.14.11.22  25737 C-O*C=O   1      
1.14.11.22  26509 C%C*C%C   1      
1.14.11.22  26509 C-O*C=O   1      
1.14.11.22  27197 C%C*C%C   1      
1.14.11.22  27197 C-O*C=O   1      
1.14.11.23  21837 C%C*C%C   1      
1.14.11.23  21837 C-O*C=O   1      
1.14.11.23  22690 C%C*C%C   1      
1.14.11.23  22690 C-O*C=O   1      
1.14.11.23  25725 C%C*C%C   1      
1.14.11.23  25725 C-O*C=O   1      
1.14.11.23  26510 C%C*C%C   1      
1.14.11.23  26510 C-O*C=O   1      
1.14.11.23  27198 C%C*C%C   1      
1.14.11.23  27198 C-O*C=O   1      
1.14.11.24  26335 C-O*C=O   1      
1.14.11.25  26336 C-O*C=O   1      
1.14.11.25  26337 C-O*C=O   1      
1.14.11.26  24481 C-O*C=O   1      
1.14.11.3   21604 C-O*C=O   1      
1.14.11.31  23195 C%C*C%C   3      
1.14.11.31  23195 C-O*C=O   2      
1.14.11.31  24396 C%C*C%C   1      
1.14.11.31  24396 C-O*C=O   2      
1.14.11.32  24397 C-O*C=O   1      
1.14.11.32  28452 C-O*C=O   1      
1.14.11.6   21220 C-O*C=O   1      
1.14.11.6   27712 C-O*C=O   2      
1.14.11.6   27713 C-O*C=O   1      
1.14.11.7   22774 C-O*C=O   1      
1.14.11.8   22972 C-O*C=O   1      
1.14.11.9   22091 C-O*C=O   1      
1.14.11.9   23144 C-O*C=O   1      
1.14.11.9   24324 C-O*C=O   1      
1.14.11.9   26471 C-O*C=O   1      
1.14.11.9   27111 C-O*C=O   1      
1.14.11.9   27114 C-O*C=O   1      
1.14.11.9   27115 C-O*C=O   1      
1.14.12.-   24498 C%C*C@C   1      
1.14.12.-   24539 C%C*C@C   1      
1.14.12.-   24540 C%C*C@C   1      
1.14.12.-   24543 O-S*O=S   1      
1.14.12.-   24661 C%C*C@C   1      
1.14.12.-   24673 C%C*C@C   1      
1.14.12.-   24679 C%C*C@C   1      
1.14.12.-   24680 C%C*C@C   1      
1.14.12.-   24684 C%C*C@C   1      
1.14.12.-   24889 C%C*C@C   1      
1.14.12.-   25990 C%C*C@C   1      
1.14.12.-   26015 C%C*C@C   1      
1.14.12.-   26074 C%C*C@C   1      
1.14.12.-   26918 C%C*C@C   1      
1.14.12.-   27219 C%C*C@C   1      
1.14.12.-   27220 C%C*C@C   1      
1.14.12.-   28181 C%C*C@C   1      
1.14.12.-   28182 C%C*C@C   1      
1.14.12.-   28216 C%C*C@C   1      
1.14.12.-   28252 C%C*C@C   1      
1.14.12.-   28260 C%C*C@C   1      
1.14.12.10  24848 C%C*C@C   1      
1.14.12.10  24849 C%C*C@C   1      
1.14.12.10  26338 C%C*C@C   1      
1.14.12.10  27217 C%C*C@C   1      
1.14.12.10  27225 C%C*C@C   1      
1.14.12.10  27226 C%C*C@C   1      
1.14.12.11  23068 C%C*C@C   1      
1.14.12.12  22552 C%C*C@C   1      
1.14.12.12  24667 C%C*C@C   1      
1.14.12.12  24668 C-C*C=C   1      
1.14.12.12  24670 C-O*C=O   1      
1.14.12.12  26064 C%C*C@C   1      
1.14.12.12  26085 C%C*C@C   1      
1.14.12.12  26092 C%C*C@C   1      
1.14.12.12  26823 C%C*C@C   1      
1.14.12.15  24416 C%C*C@C   1      
1.14.12.16  24425 C%C*C@C   1      
1.14.12.18  24510 C%C*C@C   1      
1.14.12.18  24511 C%C*C@C   1      
1.14.12.18  24512 C%C*C@C   1      
1.14.12.18  24513 C%C*C@C   1      
1.14.12.19  25941 C%C*C@C   1      
1.14.12.19  25942 C%C*C@C   1      
1.14.12.20  28009 C-C*C@C   1      
1.14.12.3   23052 C%C*C@C   1      
1.14.12.4   22917 C-C*C@C   1      
1.14.12.4   22917 C-N*C@N   1      
1.14.12.4   22917 C-O*C=O   1      
1.14.12.4   22918 C-C*C@C   1      
1.14.12.4   22918 C-N*C@N   1      
1.14.12.4   22918 C-O*C=O   1      
1.14.12.5   23951 C-C*C@C   1      
1.14.12.5   23951 C-N*C@N   1      
1.14.12.5   23951 C-O*C=O   1      
1.14.12.7   23134 C%C*C@C   1      
1.14.12.8   21410 O-S*O=S   1      
1.14.13.-   20057 C%N*C%N   1      
1.14.13.-   20057 O-O*O=O   1      
1.14.13.-   21256 C%C*C%C   1      
1.14.13.-   21257 C%C*C%C   1      
1.14.13.-   23464 C-O*C=O   1      
1.14.13.-   24133 C%C*C%C   1      
1.14.13.-   24134 C%C*C%C   1      
1.14.13.-   24268 C-N*C=N   1      
1.14.13.-   24301 C-O*C=O   1      
1.14.13.-   24308 C-O*C=O   1      
1.14.13.-   24507 C-O*C=O   1      
1.14.13.-   24727 C%C*C%C   1      
1.14.13.-   24727 C%C*C=C   1      
1.14.13.-   24727 C%N*C%N   2      
1.14.13.-   25554 C-O*C=O   1      
1.14.13.-   25555 C-O*C=O   1      
1.14.13.-   25603 C%C*C%C   1      
1.14.13.-   26956 C-N*C=N   1      
1.14.13.-   26956 C-S*C=S   1      
1.14.13.-   27276 C-N*C=N   1      
1.14.13.-   27276 C-O*C=O   1      
1.14.13.-   27753 C-N*C=N   1      
1.14.13.-   27753 C-O*C=O   1      
1.14.13.-   27756 C-N*C=N   1      
1.14.13.-   27756 C-O*C=O   1      
1.14.13.-   27765 C-N*C=N   1      
1.14.13.-   27765 C-O*C=O   1      
1.14.13.-   27766 C-N*C=N   1      
1.14.13.-   27766 C-O*C=O   1      
1.14.13.-   27771 C-N*C=N   1      
1.14.13.-   27771 C-O*C=O   1      
1.14.13.-   27773 C-N*C=N   1      
1.14.13.-   27773 C-O*C=O   1      
1.14.13.-   27774 C-N*C=N   1      
1.14.13.-   27774 C-O*C=O   1      
1.14.13.-   27775 C-N*C=N   1      
1.14.13.-   27775 C-O*C=O   1      
1.14.13.-   27776 C-N*C=N   1      
1.14.13.-   27776 C-O*C=O   1      
1.14.13.-   27785 C-N*C=N   1      
1.14.13.-   27785 C-O*C=O   1      
1.14.13.-   27862 C-O*C=O   1      
1.14.13.-   28160 C-O*C=O   1      
1.14.13.-   28164 C-O*C=O   1      
1.14.13.-   28192 C%C*C=C   1      
1.14.13.-   28403 C%C*C-C   1      
1.14.13.-   28403 C-O*C=O   1      
1.14.13.1   20703 C-O*C=O   1      
1.14.13.1   24858 C-O*C=O   1      
1.14.13.1   26070 C-O*C=O   1      
1.14.13.1   26091 C-O*C=O   1      
1.14.13.1   26094 C-O*C=O   1      
1.14.13.104 28011 C-C*C@C   1      
1.14.13.104 28011 C=C*C@C   1      
1.14.13.104 28011 C=O*C@O   1      
1.14.13.105 28441 C-O*C=O   1      
1.14.13.105 28442 C-O*C=O   1      
1.14.13.106 27940 C-O*C=O   1      
1.14.13.106 27942 C-O*C=O   1      
1.14.13.107 25595 C%C*C%C   1      
1.14.13.107 28435 C%C*C%C   1      
1.14.13.107 28439 C%C*C%C   1      
1.14.13.107 28443 C%C*C%C   1      
1.14.13.109 25553 C-O*C=O   1      
1.14.13.114 27853 C-O*C=O   1      
1.14.13.117 28453 C-N*C=N   1      
1.14.13.117 28453 C-O*C=O   1      
1.14.13.118 27764 C-N*C=N   1      
1.14.13.118 27764 C-O*C=O   1      
1.14.13.122 27318 C-O*C=O   1      
1.14.13.15  27847 C-O*C=O   1      
1.14.13.15  27848 C-O*C=O   1      
1.14.13.25  22423 C%C*C=C   1      
1.14.13.27  22195 C-O*C=O   1      
1.14.13.27  22196 C-O*C=O   1      
1.14.13.38  23512 C-O*C=O   1      
1.14.13.38  28244 C-O*C=O   1      
1.14.13.39  20094 C-N*C=N   2      
1.14.13.39  20479 C-N*C=N   2      
1.14.13.41  25766 C-N*C=N   1      
1.14.13.41  25766 C-O*C=O   1      
1.14.13.41  26339 C-N*C=N   1      
1.14.13.41  26339 C-O*C=O   1      
1.14.13.41  27757 C-N*C=N   1      
1.14.13.41  27757 C-O*C=O   1      
1.14.13.54  27320 C-O*C=O   1      
1.14.13.64  21116 C-O*C=O   1      
1.14.13.64  21118 C-O*C=O   1      
1.14.13.64  21403 C-O*C=O   1      
1.14.13.64  21404 C-O*C=O   1      
1.14.13.68  24948 C#N*C=N   1      
1.14.13.70  24865 C%C*C%C   1      
1.14.13.70  24951 C%C*C%C   1      
1.14.13.72  24953 C-O*C=O   1      
1.14.13.72  24957 C-O*C=O   1      
1.14.13.78  25491 C-O*C=O   1      
1.14.13.79  25494 C-O*C=O   1      
1.14.13.81  25466 C-O*C=O   1      
1.14.13.83  24469 C%C*C%C   1      
1.14.13.85  26344 C%C*C-C   1      
1.14.13.85  26344 C%C*C=C   1      
1.14.13.85  26345 C-C*C=C   2      
1.14.13.85  26346 C%C*C-C   1      
1.14.13.85  26346 C%C*C=C   1      
1.14.13.87  26347 C%O*C=O   1      
1.14.13.90  26101 C%C*C%C   1      
1.14.13.90  26102 C%C*C%C   1      
1.14.13.90  26348 C%C*C%C   1      
1.14.13.90  26349 C%C*C%C   1      
1.14.14.-   24700 C%C*C%C   1      
1.14.14.-   24700 C%N*C%N   2      
1.14.14.-   27996 C%C*C%C   1      
1.14.14.-   27996 C%N*C%N   2      
